index,time,latitude,longitude,depth,mag,place
4456,2012-07-01T04:54:04.390Z,25.587,94.723,58.2,4.3,"24 km ESE of Phek, India"
4457,2012-07-01T04:13:52.090Z,25.592,94.696,58.0,5.6,"21 km ESE of Phek, India"
4458,2012-06-30T19:43:25.210Z,28.638,96.393,43.1,4.7,"64 km NNW of Hayuliang, India"
4460,2012-06-24T12:13:02.520Z,34.318,80.248,41.1,4.3,"245 km E of Leh, India"
4466,2012-06-19T20:14:05.720Z,23.647,70.252,28.6,5.0,"39 km NNW of Bhach?u, India"
4467,2012-06-19T14:00:07.610Z,28.728,76.685,10.0,4.1,"10 km WSW of Kheri S?mpla, India"
4471,2012-06-11T04:35:59.960Z,27.306,88.13,51.5,4.5,"12 km W of Gyalshing, India"
4479,2012-05-30T09:28:14.190Z,24.517,95.085,108.7,4.5,"103 km E of W?ngjing, India"
4480,2012-05-30T01:54:30.620Z,27.328,87.974,35.4,4.3,"28 km W of Gyalshing, India"
4483,2012-05-27T15:01:27.040Z,26.491,91.1,34.7,4.3,"13 km E of Barpeta Road, India"
4485,2012-05-26T04:21:05.700Z,12.902,92.007,26.7,4.3,"153 km NNW of Bamboo Flat, India"
4497,2012-05-11T12:41:35.300Z,26.175,92.889,43.3,5.4,"19 km N of Hoj?i, India"
4505,2012-05-04T20:09:28.020Z,27.403,95.395,45.9,4.4,"9 km ENE of Duli?gaon, India"
4507,2012-05-03T01:18:09.280Z,10.1,93.101,74.0,4.9,"177 km SSE of Port Blair, India"
4509,2012-05-01T22:43:12.350Z,26.252,92.274,35.0,4.2,"7 km W of Morigaon, India"
4510,2012-05-01T21:36:36.890Z,35.628,76.495,79.6,4.0,"82 km NNW of Thang, India"
4512,2012-05-01T14:30:43.850Z,10.037,93.633,29.0,4.7,"204 km SSE of Port Blair, India"
4516,2012-04-25T17:33:25.220Z,11.61,92.482,10.0,4.3,"27 km WSW of Bamboo Flat, India"
4518,2012-04-25T16:24:01.220Z,9.11,93.35,10.0,4.0,"290 km SSE of Port Blair, India"
4522,2012-04-25T11:30:39.870Z,9.19,93.572,10.0,4.5,"288 km SSE of Port Blair, India"
4538,2012-04-16T01:45:26.410Z,10.398,92.952,82.5,4.3,"142 km S of Port Blair, India"
4539,2012-04-14T20:50:52.680Z,34.189,79.768,30.1,4.0,"201 km E of Leh, India"
4540,2012-04-14T05:27:39.580Z,17.247,73.601,10.0,4.4,"11 km ESE of M?khjan, India"
4541,2012-04-14T03:22:59.690Z,23.239,70.439,10.0,4.0,"11 km SE of Bhach?u, India"
4542,2012-04-13T10:11:53.520Z,25.244,94.983,85.1,4.5,"67 km SE of Phek, India"
4560,2012-03-27T23:40:12.600Z,26.087,87.777,28.8,5.0,"17 km W of Kishanganj, India"
4564,2012-03-23T19:16:55.320Z,10.161,91.865,35.0,4.3,"192 km SSW of Port Blair, India"
4566,2012-03-20T10:18:52.030Z,9.481,93.423,53.1,4.9,"252 km SSE of Port Blair, India"
4568,2012-03-19T17:46:02.200Z,29.434,94.873,35.0,4.7,"111 km NNE of Shi Yomi, India"
4572,2012-03-16T17:11:06.040Z,10.694,93.997,70.5,4.3,"173 km SE of Port Blair, India"
4573,2012-03-16T07:07:23.310Z,10.542,93.808,35.0,4.8,"170 km SE of Port Blair, India"
4574,2012-03-16T05:58:16.980Z,10.478,93.661,35.0,4.6,"165 km SE of Port Blair, India"
4575,2012-03-16T04:57:03.740Z,10.573,93.734,39.1,4.2,"162 km SE of Port Blair, India"
4576,2012-03-15T20:46:35.020Z,10.533,93.746,35.0,4.6,"166 km SE of Port Blair, India"
4577,2012-03-15T20:45:56.400Z,10.465,93.691,35.0,4.2,"168 km SE of Port Blair, India"
4578,2012-03-15T15:10:17.560Z,10.441,93.714,20.1,4.4,"171 km SE of Port Blair, India"
4579,2012-03-15T14:56:00.590Z,10.535,93.768,35.0,4.6,"167 km SE of Port Blair, India"
4580,2012-03-15T14:39:09.120Z,10.753,93.908,57.1,4.3,"162 km SE of Port Blair, India"
4582,2012-03-14T17:41:10.140Z,10.535,93.854,58.2,5.0,"174 km SE of Port Blair, India"
4585,2012-03-14T15:39:03.070Z,10.697,93.994,74.1,4.3,"173 km SE of Port Blair, India"
4588,2012-03-10T12:18:29.480Z,11.517,92.036,35.0,4.5,"76 km WSW of Bamboo Flat, India"
4590,2012-03-07T13:18:23.400Z,32.029,78.109,55.6,4.3,"64 km NNE of Sar?han, India"
4594,2012-03-05T07:41:04.530Z,28.809,76.649,10.0,5.1,"11 km SSE of Rohtak, India"
4595,2012-03-04T23:40:47.220Z,12.779,93.448,71.1,4.2,"143 km NE of Bamboo Flat, India"
4598,2012-03-01T17:52:43.870Z,13.004,92.558,37.9,4.8,"145 km N of Bamboo Flat, India"
4601,2012-02-27T05:19:03.980Z,12.249,92.683,39.8,4.6,"60 km N of Bamboo Flat, India"
4611,2012-02-10T19:10:01.850Z,26.146,94.253,52.3,4.8,"5 km N of Wokha, India"
4612,2012-02-10T15:45:17.090Z,26.046,94.248,42.6,4.3,"5 km S of Wokha, India"
4613,2012-02-09T19:17:30.550Z,30.986,78.282,6.2,5.1,"20 km NNE of Barkot, India"
4614,2012-02-06T23:16:53.560Z,13.645,93.027,35.0,4.8,"217 km N of Bamboo Flat, India"
4619,2012-01-21T07:11:05.730Z,12.977,93.284,54.4,4.4,"154 km NNE of Bamboo Flat, India"
4620,2012-01-20T21:28:55.660Z,10.602,91.816,35.0,4.3,"155 km SW of Port Blair, India"
4624,2012-01-11T22:23:20.470Z,25.203,95.153,105.3,4.6,"83 km SE of Phek, India"
4628,2012-01-04T16:31:25.020Z,33.624,74.892,22.8,4.2,"11 km SSE of Shup?yan, India"
4629,2012-01-03T20:36:48.120Z,35.776,77.346,62.9,4.6,"106 km NNE of Thang, India"
4632,2012-01-01T05:19:34.930Z,10.632,91.737,10.0,4.6,"158 km SW of Port Blair, India"
4633,2012-01-01T02:35:21.110Z,23.472,91.834,27.8,4.6,"18 km ESE of Amarpur, India"
